userName,score,at,content
Hafiz Chusairy,5,2023-03-02 06:08:38,Teebaik
luil aulia,5,2023-03-02 05:34:25,Mantaap
alfin septian,5,2023-03-02 05:05:36,oke
Leonard Roward,5,2023-03-02 05:00:15,Luar Biasa
jemy cahyono,5,2023-03-02 04:49:54,Mantap sangat berguna
Rina Agustin,5,2023-03-02 04:36:16,"Aman dr panggilan yg gak jelas,, top pokoknya👍👍👍"
Masry Weldy,5,2023-03-02 04:28:51,Mantap
Joni Iskandar,4,2023-03-02 03:51:57,Cukup bagus untuk telpon masuk tidak dikenal
senlichen #NightKids,5,2023-03-02 03:51:56,Mantap .. kontak para ashuu keluar hahahah
Sidiq jd,5,2023-03-02 02:59:37,Matap
Julia Nikita Aisyah,5,2023-03-02 02:38:21,Good
Fauzan OK,5,2023-03-02 02:24:55,"Sangaaat bagus and ok banget,👍👍👍"
Nazla Neira,5,2023-03-02 01:23:54,Good
M Faridz Firdaus,5,2023-03-02 00:56:59,Aplikasi berguna👍
Riki Ramadhani,2,2023-03-01 23:19:48,Oke lah
MRBJ CHANNEL,5,2023-03-01 11:02:10,"Terimakasih sangat membantu, semoga keamanan nya selalu terjaga."
oni ardi,5,2023-03-01 10:45:45,Sangat membantu
Dede Murdan,5,2023-03-01 10:20:50,cukup membantu
Heri Prasetyo,5,2023-03-01 10:07:33,Mantap
Hendrik Samuel,5,2023-03-01 09:29:59,Keren
Dede Syaiful Bahri,5,2023-03-01 09:26:03,Membantu lumayan
Masssiti 3opesional Sit,5,2023-03-01 08:51:06,Saya pembantu rumah tangga Ayo bebersih Ayo bebersih
damai rikardi,5,2023-03-01 08:50:33,Hohap
thalita Imut,5,2023-03-01 07:31:07,Mantap...apliakasinya...jadi tenang mengerjakan sesuatu
TAti Maryati,5,2023-03-01 07:27:10,Mantaappp
Afriadi Kurnia,5,2023-03-01 07:06:25,Hp gak berisik.
SiNyO KaMpReT,5,2023-03-01 05:52:04,Bagus jg membantu
Faizal Firdaus,5,2023-03-01 05:18:20,Terbantu banget jd tau siapa yg telepon kita. Mudah2n kita terhindar dr tukang tipu2
hairul hairul,5,2023-03-01 04:27:23,Baik
Jajang Bin selamet,5,2023-03-01 04:18:00,mantapp
riyan gepenk,5,2023-03-01 02:55:57,Mantap
sandal Jepit1207,5,2023-03-01 02:13:28,Membantu banget
Indriatno Arie Wibowo,5,2023-03-01 00:55:58,Luar biasa..tingkatkan terus..
Lita Budiriva,1,2023-02-28 16:38:32,Buruk sekali
Juriah Jujuy,5,2023-02-28 10:29:51,👍👍👍👍👍
- dRahmansyah,5,2023-02-28 09:40:24,Top
Melvin,5,2023-02-28 09:27:27,Sangat membantu
CCM SMS,5,2023-02-28 08:36:46,Mantap
Sahrul jaya Rulida,5,2023-02-28 08:22:20,Sangat puas 👍👍
Pengguna Google,5,2023-02-28 08:12:55,"Aplikasi Bagus dan bermanfaat, sangat membantu dan bisa langsung tahu utk nomor baru yg tidak dikenal saat sedang dihubungi. Mungkin fitur nya lebih lengkap dan lebih baik klo berlangganan. Emg gak ada yg gratis tpi utk trial/free saja sudah bagus."
Erna Waty,5,2023-02-28 08:11:52,Sangat membantu Krn bisa tau jika ada penelpon yg tujuan menipu atau pun berbohong bisa ketahuan 🙏
Pevy Rendi,5,2023-02-28 08:05:00,Mantapp
Rochman,5,2023-02-28 08:00:35,Mantap
Ifanoob Anwar,5,2023-02-28 06:07:13,Mantap
Fery Dedi Susilo,5,2023-02-28 05:44:48,Mantul
Reza Daka,5,2023-02-28 05:11:04,Mantap
Fitri Yuliana,5,2023-02-28 03:25:59,Sangat membantu
Kinara Putri R,5,2023-02-28 03:10:34,Untuk saat ini good. .karna panggilan spam lgsung di blokir
Desva erisda Yana,5,2023-02-28 03:02:48,Saya suka saya suka
Agus Sutrisno,5,2023-02-28 02:20:58,app..sangat membantu sekali
hendrik prastyo,5,2023-02-28 02:19:26,Good mantap
Aji Nugroho,4,2023-02-28 02:18:35,Ok
De kepu Hanafi,5,2023-02-28 01:11:48,Mantap sangat menolong
rz ma,5,2023-02-28 00:34:47,Best!!!
Repi Mpa,5,2023-02-27 13:48:42,Mantapppp👍👍
Desi Deria,5,2023-02-27 12:58:36,Ok
Chaidar Ali,5,2023-02-27 12:25:57,Bagus
cariu chanel,5,2023-02-27 11:53:25,god job..ok bnget
Fahmi hidayat,5,2023-02-27 11:52:52,Bagus
Marcella Lastrie,5,2023-02-27 11:09:40,Keren saya suka dengan ini aplikasi.jadi kita tau siap2 yg tlp
eri purnama,4,2023-02-27 10:46:42,Bagus.
Nasai Sai,5,2023-02-27 10:42:34,Bagus
Asep Jamaludin,3,2023-02-27 10:17:06,"Maaf kenapa ya, pas mau ngelacak lokasi orang lwt no. Hp tpi tulisan nya Indonesia doang,, terus pas di lihat di Maps jga kurg spesifik gtu. Malah nunjukin lokasi kita bukan nunjukin lokasi orang yang mau kita lacak."
Ade Kurniawan,5,2023-02-27 09:30:59,Ok juga
Oswaldus Lamudin,5,2023-02-27 08:38:04,Good
Aak hidayat Hidayat,4,2023-02-27 07:28:15,Ok sip
Reynold M. Silitonga,5,2023-02-27 07:05:41,Aplikasinya baghs
Pd Andi Adi Jaya,1,2023-02-27 06:41:50,"Maaf nih min,,,,kalau saya masuk aplikasi truecaller kan udah makan data saya, kenapa mesti ada pembelian sih di aplikasi ya,,,,gak etis banget kan 🙏🙏🙏"
Trep ceng,5,2023-02-27 05:28:37,Bagus
Elly cahyanti,5,2023-02-27 05:18:00,"Sangat membantu sekali,dengan adanya trueceller aku sekarang tidak terganggu dengan telpon"" yang tidak penting"
Anwar Sutisna,5,2023-02-27 03:33:09,Mantaf
solihin lihin,5,2023-02-27 03:04:03,Ok
Ahmad Yani,5,2023-02-27 02:36:12,👍
Akhmad Saini,5,2023-02-26 23:02:34,Mantap sdh
Jestyian Kay,1,2023-02-26 18:15:12,kenapa ini aplikasi terobos masuk ke email² saya yah ... ke akun pemulihan dll
Tumpal Simandjuntak,5,2023-02-26 14:13:33,Ok
Ajier Paiyo Mpo,4,2023-02-26 13:25:50,🙂👍
Sandimin Sandimin,5,2023-02-26 12:43:38,Bagus area ini tempatnya sehat buat santai ni
rakim sanjaya,5,2023-02-26 12:06:50,bagussss aplikasi nya
Reza agung Satria,5,2023-02-26 10:16:06,Mantap lah goddd
Rokiful Hafid,5,2023-02-26 07:55:38,Bagus
Panji Niggantoro,5,2023-02-26 06:00:34,Ok
SAPUTRA d'Usman,5,2023-02-26 04:57:49,Jos
Habibi Ramadhan,5,2023-02-26 04:55:53,👍👍👍
Kusmendar Agus,5,2023-02-26 04:01:22,Bagus
Lukmawan 14,1,2023-02-26 03:59:37,Map tidak akurat
Justinus Pesa,5,2023-02-26 03:22:46,Good app
Winda Sari,5,2023-02-26 02:39:58,Sangat baik
murni Ati,5,2023-02-26 01:15:30,Kebantu bgt dg aplikasi ini ntuk membaca spam dan memblokir nomor yg ga dikenal. Terimakasih
MardiAdvance Yuanasaputra,5,2023-02-26 01:05:42,Mantap memblokir panggilan spam
Y Hermawan,5,2023-02-26 01:01:56,"oke banget, semoga ke depannya tidak berbayar alias gratis selamanya"
Teguh Jambi,4,2023-02-26 00:31:53,"Sanggat bagus.untuk antisipasi penipuaan..apalg sekarang lg marak,moduss penipuan...."
Yosep Hadi Saputra,5,2023-02-25 18:51:09,Mantap
Masyrufah Masyrufah,5,2023-02-25 17:42:36,Semuga membantu
Wa One Interior,1,2023-02-25 16:27:01,"Apl pembohong, teman saya di jawa barat, pelacak nya lari sampe ke kalimantan woi.... Nyasar...."
Slamet Duandi,4,2023-02-25 14:28:40,"Kasih bintang 4 dulu,karna masih ada sms penipuan yang masuk dengan bunyi notifikasi."
Yogie,1,2023-02-25 14:05:02,Notif OTP gak masuk masuk!! Parahh!!+
PROMONO SIRAIT,5,2023-02-25 12:59:21,Godjob
Zulfa Ainurrizqiyah,5,2023-02-25 12:55:48,Mantab
Rahmad Suwardi,5,2023-02-25 11:46:50,Sangat bagus aplikasi ini
Sarwedi Pky,5,2023-02-25 09:38:50,Luar biasa
Batara Langit,5,2023-02-25 07:45:03,Very good
Kantika,5,2023-02-25 07:26:18,Ok membantu. Thanks truecaller
Arsela Zihan,5,2023-02-25 07:11:05,Good job
GUNS Vlog,5,2023-02-25 06:09:58,Sangat bagus
Arvifadil Fajar,5,2023-02-25 05:47:30,Aplikasi sangat puas
Apih Aza,5,2023-02-25 05:09:46,Sangat membantu sekali
Nata Brata,5,2023-02-25 04:19:32,Mantab
Tuh Pan123,5,2023-02-25 02:07:47,Bagus sekali aplikasi nya aku suka
Ifan Sulistiawan,5,2023-02-25 02:04:55,Bagus sekali
Didi Yeni,5,2023-02-24 14:50:29,Mantap
Dimas Prayogi,1,2023-02-24 14:07:21,Coba dulu la kalau bagus baru di tambah
Yoko Lasem,5,2023-02-24 13:05:02,Mantaapppp
Anjelita Oliviamecca,4,2023-02-24 12:16:54,Aplikasi the best lah pokoknya
Jazu Drink,5,2023-02-24 11:19:20,Bgs
rafi ilham nugraha,3,2023-02-24 10:23:05,"Baru coba, kalo seterus nya bagus baru bintang 5"
Putri Anjani,5,2023-02-24 10:04:56,aplikasinya berfungsi dengan baik
Hartoyo Hendratno,5,2023-02-24 09:35:30,Good
Dicky Gunawan,5,2023-02-24 08:56:02,👍👍
Sigit Riyanto,5,2023-02-24 08:29:23,Trimakasih
MFHH,5,2023-02-24 08:24:50,Keren
Solusi Warna,4,2023-02-24 07:36:06,Pasti ente ente yang download yang lebelit pinjol tapi ga bisa dan ga mau bayar.
Bow Ow,5,2023-02-24 06:46:57,antap
muhammad ramadhan,5,2023-02-24 06:44:40,"Sangat bagus, langsung di blokir nomor yang tidak dikenal"
Richardo,5,2023-02-24 06:44:30,🦾
Rey parum,5,2023-02-24 06:31:14,Sangat bagus
Mahkori Kori,5,2023-02-24 05:59:16,Sangat membantu
Timmy,5,2023-02-24 04:48:41,Sangat membantu
Jus Nizar,5,2023-02-24 04:25:06,Mantap
Rafida Azis,5,2023-02-24 04:24:09,Sangat membantu...
ahmad fajar,5,2023-02-24 03:48:05,Aplikasi sangat bagus... Bisa langsung tau siapa saja yg TLP menggunakan nomor yg tidak ada di kontak kita... Semoga bisa lebih baik lagi...
Abizars Noya Septiawan,5,2023-02-24 03:14:14,Oke mantap
Salsa Bila,5,2023-02-24 02:48:21,Sangat membantu
Annisa cihulahula,5,2023-02-24 02:39:50,bagus
Hasbi Asshiddiqi,5,2023-02-24 02:16:40,Okelah kitu
Loezie Xabrina Adiva,5,2023-02-24 02:14:53,Keren ..
Johana Saputra,5,2023-02-24 02:02:00,Good
syaiful amri,5,2023-02-24 01:44:36,Tingkatkan terus..
OQ Sound,5,2023-02-24 01:44:25,sangat membantu
Zainudi Di,1,2023-02-23 23:52:34,Aplikasi wea
Yatno no,5,2023-02-23 19:05:08,Good
balley tjugito,4,2023-02-23 16:16:03,No bad apk.. 90% is good
Aldinio Sembiring,1,2023-02-23 15:45:15,Sangat bermanfaat sekali
Jumha Setiawan,5,2023-02-23 15:41:40,Mantap dah jempol buat ni apk
Tia Reyvan,3,2023-02-23 15:35:33,Saya coba dulu bosku tar sy tambahin LG kalau bagus bosku
Yoga Putra,5,2023-02-23 14:00:46,Bagus sangat membantu
Saga Andimara,5,2023-02-23 13:01:55,Oke bro
ROCKNROLL,5,2023-02-23 12:20:45,Mantap
Risa Nursiana,5,2023-02-23 12:17:50,Okay
Ratu Bilqis,5,2023-02-23 12:02:42,Bagus banget
Lisna Hermawati,5,2023-02-23 10:58:35,Bagus
Este Pia,5,2023-02-23 10:36:39,Mantap
Junus Titarsole,5,2023-02-23 10:26:53,Good
soerya Apenk,5,2023-02-23 09:17:13,Aplikasi sangat baguss
Sarizky Fadlian,5,2023-02-23 09:01:33,mantap
Bagus Satria,5,2023-02-23 08:36:49,Aplikasi terpercaya sesuai dengan namanya
Alap-alap Jade,5,2023-02-23 06:57:13,"Mantaps nih apk, dr dulu semakin baik sakses sll"
Poluan Vhia,5,2023-02-23 06:21:48,Bagus sekali
muhammad iskandar,5,2023-02-23 05:45:49,Good
Ian Roberto Rendeng,5,2023-02-23 03:52:53,Pengoperasian dan interface rapih dan mudah di gunakan
Arifin koplak,1,2023-02-23 03:23:45,"Lokasi tidak akurat Lokasi Indonesia selalu menuju di pulau Kalimantan, padahal lokasinya di Sulawesi tengah"
Ila Isnaini,4,2023-02-23 03:07:26,"Good, not bad apk"
kid bangkid,5,2023-02-23 02:52:47,Terbaik
rahayu alvino,5,2023-02-23 02:51:41,Sangat membantu sekali
Arohman Rawaklender,5,2023-02-23 02:50:20,Good app blocked
Iqbal Ardhyansyah,5,2023-02-23 02:30:01,Info is the best
Aditya Eka Saputra,5,2023-02-23 00:05:54,Keren apknya. Terbaik
David Susanto,5,2023-02-22 22:13:47,Oke
Domino Nf,5,2023-02-22 10:58:38,Jempol
Rahman Taufik,5,2023-02-22 10:25:05,Sangat membantu
Aji Meidianto,5,2023-02-22 10:02:29,Mantap si
supiandi andi,5,2023-02-22 09:44:26,Keren
peronika della,5,2023-02-22 08:46:32,Mantapppp
M. Nurul Subekti,5,2023-02-22 08:20:43,Aplikasi yang sangat membantu
agung sasmita,5,2023-02-22 08:17:16,Sangat baik
Koko Keren,5,2023-02-22 06:15:32,Mantaplah
Bintang Yudha,5,2023-02-22 06:14:13,Sangat membantu
Robbie Handoko,1,2023-02-22 05:14:35,Gak guna gak ada info id maupun nama setiap nomor baru yang masuk!!!! Gak guna gak guna!!!!
Gb Jkt,5,2023-02-22 05:12:32,toooooopppp
Aulianya Jun,5,2023-02-22 04:53:15,Ok
rahman kurniadi,5,2023-02-22 04:41:06,Apps mantap
Rizky Hidayat,5,2023-02-22 04:30:02,Mantap biar pinjol ga teror
Ridhomakfiro,5,2023-02-22 04:06:46,Suka bgt aplikasi bnya
Erry Stevanus,5,2023-02-22 03:21:06,Top
Amadi Ecoracing,5,2023-02-22 02:46:05,Aplikasi yang luar biasa... Bisa meng identifikasi penelpon.. Sukses
Rosa Altamira,5,2023-02-22 02:40:00,Mantaaab... sangat membantu sekali untuk memblokir nomor2 yg tidak jelas...
Nanadalaam,5,2023-02-22 01:39:47,Baik
Bejo Margasari,5,2023-02-22 01:13:49,Trucaller emang keren
didit adisaputra,5,2023-02-22 00:45:53,Ok mantul
Mazdaw Arofiq,1,2023-02-21 22:30:18,Tidak masuk akal
Rattomi,5,2023-02-21 16:10:29,Mantap👍👍👍👍👍🙏
Johari Jo,5,2023-02-21 15:51:58,Muantul
Syasyasyaa Syasyasya,1,2023-02-21 13:02:06,Aplikasi jelek
kurniawan budi sulistyanto,5,2023-02-21 13:00:30,Bagus....
yellow shapire,5,2023-02-21 10:44:03,Good👍👍👍
Temy Balpas78,5,2023-02-21 10:30:51,"Sip"" ok banget"
Mas Barep,5,2023-02-21 09:48:46,Mantul 👍
Syafrianto Anto,5,2023-02-21 09:42:55,Mantap
Anto Fc Anto,5,2023-02-21 09:30:37,"Ok, banget. Mau sih ditingkatkan yg premium. Tapi email yg terdaftar bukan email saya, bisa ga di ganti emailnya, terkendala di email aja. Ditunggu tangapanya. Tq"
Rizky Maulana,5,2023-02-21 07:53:07,Nice
Bonny Sualang,5,2023-02-21 06:32:05,Mantap
Enceng Wahyudin,5,2023-02-21 05:00:16,Mantap aplikasi nya jos
Alasukmala Sukmala,5,2023-02-21 04:09:28,Ok
S-Boreon,5,2023-02-21 03:59:10,Sip nih
Afdal Sofyan,5,2023-02-21 03:34:19,Good job
Muhammad Iqbal Zazg,5,2023-02-21 03:31:58,Puas dengan aplikasi ini
erent doank,5,2023-02-21 03:23:19,Sangat membanatu
Street Ofjustice,5,2023-02-21 03:07:00,Bagus...👍
DEVHANSYAH D. K.,5,2023-02-21 02:59:40,"Bisa blokir no tidak dikenal, tanpa berbayar"
Hermawan Suryo,5,2023-02-21 01:57:25,Mantap BOSS...
Uswatul Saniyaah,5,2023-02-21 01:31:57,Suka sama aplikasinya
Ali Mursidi,5,2023-02-21 00:59:09,Sangat bagus 👍🏻 Semoga sukses selalu 🙏🏻
Asep Nurdian,5,2023-02-21 00:31:18,Mantap.. Aplikasi nya bagus
"Melkior Mbawo (Pota Pawe, Demba Ghamba.!)",5,2023-02-21 00:11:08,Apk yg sangat membantu dlm pekerjaan saya. Menjaga dr cust nakal.
trader gold,5,2023-02-20 17:53:09,Ok
neneng naomi,5,2023-02-20 16:33:51,So far so good
Supriadi Siagian,1,2023-02-20 14:30:48,Apk penipu bangsat.kurangajar kode otp tidak dikirim
Andre Santoso,5,2023-02-20 14:22:04,ok bgt
Sugiyanto Yanto,5,2023-02-20 12:53:24,Mantap
Jefrin Jems,5,2023-02-20 11:57:11,Maicewe aja
nur Hasanah88,5,2023-02-20 11:50:06,Trima kasih sangat membantu
Nhia Achmad,5,2023-02-20 11:45:04,Sangat baik
Ekaju_ TV,5,2023-02-20 11:14:29,Ok
Pinarak Homestay,5,2023-02-20 10:35:34,Bermanfaat untuk mambantu menangkal panggilan tak dikenal
Mohammad Helmiperkasa,1,2023-02-20 10:27:14,Babi
Gunawan Rosseno,5,2023-02-20 09:11:59,Oke bgt truecaller
E Kurniawan,4,2023-02-20 09:09:44,Ok
Noor Zahrani,1,2023-02-20 09:07:47,"Ga bisa ke download, pdhl lagi bruu buru mau lacak nomor hp org ga di kenal wkwkw"
Wongedan Wonosobo,5,2023-02-20 08:32:26,"Jozzz bangettt.. gak merasa terganggu ada tlpon nomer tidak kenal, sudah otomatis"
Ubaid Muzaki,5,2023-02-20 07:46:22,Mantab berguna sekali
Heri Sunandar,5,2023-02-20 05:35:31,Luar biasa mmpaatnya
M. Ysf,5,2023-02-20 04:40:43,Bagus
Hafshah Zunaira,4,2023-02-20 04:32:29,Okeeee
Adam Abdul Azis,5,2023-02-20 03:12:16,Mantap
Nia Sarjono,5,2023-02-20 03:01:18,good
WIDIAN WIDIAN Ramdani,4,2023-02-20 02:39:19,The bes
big boss,5,2023-02-20 02:25:41,App sangat membantu
sang Guru,4,2023-02-20 01:43:40,Mantap
afandi yudha,5,2023-02-20 01:38:23,Sangat bermanfaat untuk mengantisipasi tlp dr pinjol² gak jelas
Nurlela Ismail,5,2023-02-20 01:35:36,Mantap
Ranbiru Zan,5,2023-02-20 00:38:24,Mantab
Bang Fitra,5,2023-02-19 23:55:01,Untuk saat ini lumayan mantap
Josep Josep,5,2023-02-19 17:42:55,Sangat membantu kita untuk melacak no yg tdk di kenal
Sandi putra wibawa Wibawa,5,2023-02-19 15:46:30,👍
Om Tamvan,5,2023-02-19 11:42:46,Mantaanhs.. sangat bermanfaat
Alesha Nadira,5,2023-02-19 11:03:35,0000za0Z🙆‍♀️🙆‍♀️🤩😅🤩🤩🤩🤩🤩🤩😁😅🤩🤩🤩😅😅😀🤩☺️😂🤩🤩🤩🤔😅🤩🤩🤩🤩🤩😅🤩🤩😅🤩🤩🤩🤩🤩😭😭😫😭🤩😂🤩🤩😭☹
sultand_ yasa,5,2023-02-19 09:04:16,Sangat membantu bisa tidak terganggu sama seles maksa
Darmawan Arifin,5,2023-02-19 06:20:48,Sy merasa nyaman dn puas ..dngan aplikasi ini yg telah mnjga sy..trimakasih Depkoleftor
les asfari adhi,5,2023-02-19 05:58:46,Bagus dan mantab
All Ell dul,5,2023-02-19 05:45:46,Good app
Dilyana Riri,5,2023-02-19 05:44:27,Mantap
Dicky Lpt,5,2023-02-19 04:52:46,Good
Banar Sultoni,5,2023-02-19 03:44:24,Sangat membantu
Shawarikh shop,5,2023-02-19 01:29:24,"lumayan membantu juga menjaga dr nomor tlp yg tdk dikenal, trima kasih."
Azwar Fajarm,5,2023-02-19 01:07:14,Bagus...!
Desi Raswati,5,2023-02-18 15:16:23,"Klo ada bintang 💯 sy kasih skrg juga. Berkat aplikasi ini Ketauan dah lhooo penipu ulung, smoga dosa² lho di ampuni."
Rusma Wati,5,2023-02-18 14:20:06,kami ingin membaca ceritanya sampai habis atau selesai.
Melvin Starla,1,2023-02-18 13:39:33,kata nya bisa lacak nomer hp udah upgrade ke premium tetep gabisa
Aan Kus,5,2023-02-18 12:58:35,Ok bgt
Wiharna Wihardja,5,2023-02-18 12:12:28,"Terima kasih, saya bisa sortir kalau ada telepon masuk yang tidak perlu diangkat."
KAZA MURSALIM,5,2023-02-18 11:38:57,meledak
Husein Alhusaeni,5,2023-02-18 10:34:46,Cukup membantu
Andre,5,2023-02-18 06:47:00,"Bermanfaat untuk nerima TLP hantu langsung otomatis ke blokir thx aplikasinya sy suka👍 Itu org pada penasaran tlpn trs percuma aja ke block otomatis, jjsai2 cantengan loh punya otak 🤣"
Akbar Maulana Putra,5,2023-02-18 06:22:52,Maaf ya ga bisa plg harini selamat
LATIF SETIAWAN,5,2023-02-18 04:57:50,mantap
Coker Relligius Channel,5,2023-02-18 04:34:17,Ok
Dadang Suhaya,4,2023-02-18 03:46:39,Thanks you ngebantu banget
Nico Octora,5,2023-02-18 02:48:47,Ok
dwi suswanto,5,2023-02-18 02:39:41,Bagus bisa di andalkan
tosa febiyanto,5,2023-02-18 01:49:51,Mantap
prass tio,5,2023-02-18 01:13:58,Sangat membantu 👍
WILLYAMS C.S LATUPEIRISSA,5,2023-02-18 00:47:35,Mantap..terpercaya
XIAOMI Redmi6,2,2023-02-17 22:45:40,Sangat membantu
Aji Liar,5,2023-02-17 16:33:37,Bagus bgt
bhudie hazard,5,2023-02-17 13:52:38,Mantap
Stefanus Sebastian Roy Olivier,5,2023-02-17 13:33:20,mantap . paket premium personal aman di kantong . 100rb/thn .
alfa shop,5,2023-02-17 12:12:20,Bagus
Arie Jawir,5,2023-02-17 11:25:05,Sangat membantu
Romeo Valentino,5,2023-02-17 10:30:33,Keren abis... mengetahui yang nelpon...yang gak penting penting jangan di angkat
Cucu Kusyana,5,2023-02-17 10:06:50,Bagus
Allen Popeye,5,2023-02-17 10:03:35,Sangat berguna
Ujang Nurjaman,5,2023-02-17 09:49:32,Ok
Putu Martadinata,5,2023-02-17 08:42:52,Mantap
Rico Dprakoso,5,2023-02-17 08:14:51,Wokey.
Aris Pariyanto,5,2023-02-17 08:03:14,Mantap
Hendri Suhen,5,2023-02-17 07:29:46,Mantap
Yulia Nurningtyas,5,2023-02-17 05:23:02,Keren
erwin Lahay,5,2023-02-17 05:22:31,Mantap.sangat membantu sekali
Agus Suhariyanto,5,2023-02-17 04:59:19,Mantap
rina pricylawati87,5,2023-02-17 04:24:45,"Top bgt, saya bs tau siapa aja yg telp spam. Membantu saya untuk tdk sembarangan angkat telp"
Winwin Wanwan,4,2023-02-17 04:22:36,Lumayan bagus berguna sip Good job
Neneng Suryani,5,2023-02-17 03:44:10,Setelah pakai aplikasi ini jadi lebih aman dari penelpon yang tidak dikenal
Dedy Prabowo,5,2023-02-17 03:04:25,Mantaap aplikasinya.... joss
Arian Hendratno,5,2023-02-17 02:19:03,Good
Dewi Anggita,5,2023-02-17 01:56:28,Goood
harits,5,2023-02-17 01:52:33,Bagus banget aplikasi nya
Ajat Sudrajat,5,2023-02-17 01:37:36,goood
putra rohi,5,2023-02-17 01:34:30,Jos
Nofrianti Limbong,5,2023-02-16 21:29:45,Sangat bagus
Awen Wijaya,5,2023-02-16 15:43:16,Bagus
Yuke wibowo,5,2023-02-16 14:21:54,Truecaler sangat membantu antisipasi gangguan orang tak dikenal dan Privacy seseorang.
farid Maruf,5,2023-02-16 11:53:36,Ok
Henry Bella,5,2023-02-16 09:03:40,Good
Dimas anto,5,2023-02-16 08:10:23,bagus banget apl ini sangat membantu
Anita Caroline,5,2023-02-16 08:09:55,Sangat membantu
Shady Widjaja,5,2023-02-16 07:43:36,istimewa sekali
silva cavalera,5,2023-02-16 07:16:50,Good's
Afriansyah Anarkoba,5,2023-02-16 06:51:37,bagus
Dion Chandra,5,2023-02-16 05:46:55,Mantap
Diva Cahaya,5,2023-02-16 04:26:30,Top
azka 9917,3,2023-02-16 03:39:31,coba dulu. nanti kalau ada peningkatan. tambah bintang lagi
Ury,5,2023-02-16 03:36:07,Mantap lah
Mulya Sera,5,2023-02-16 03:06:00,Mantaabb ni apkikasi.. Kita bisa terbebas dr telepon2 iseng terlihat status dr nama2 yg tertera di hp kita... Ada sales penawaran barang tp tertulis DebtCall.. Hahaha bnyk tulisan nama2 yg bikin tertawa... Bersyukur nomer2 hp skrg ga bisa asal beli jd terdaftar dulu... Makasih pembuat aplikasi truecaller.. Kami terbantu sekali...
Diandro Aza,5,2023-02-16 02:44:58,"Ok, mantap banget truecaller....,oke keren..."
Dedes Santi,5,2023-02-16 02:00:04,bagus dan sngt berguna
Rivqi Ciya,5,2023-02-16 00:43:20,"Benar2 membantu,terima kasih truecaller,tp kl bisa biaya bulanannya diringani sedikit lg"
Yuli Yadi,5,2023-02-15 23:50:32,Mantap
Angel ChristaLia Mayaut,5,2023-02-15 23:07:34,Good
Hasan ydin,1,2023-02-15 16:31:22,Masa lokasi nya kalimantan terus gmna si udh berlangganan juga
O oya O,5,2023-02-15 15:31:21,Ok
Ariani Maisara,5,2023-02-15 11:23:48,Mantap
Nikhsa 016,4,2023-02-15 11:10:00,Aplikasi ini sangat membantu
ROHMAN ZAH,5,2023-02-15 10:47:04,Good
Dedi Sutrisno,5,2023-02-15 10:18:51,OK
Cak Nuril,1,2023-02-15 10:13:36,Percuma berlangganan eh pas di cek lokasi cuman indonesia🖕🖕🖕
Moviet Casmo,5,2023-02-15 10:09:10,Siap dahhh pokoknya
Joko Cahyono,5,2023-02-15 09:54:34,Lumayan klo epic nanti upgrade yg premium
Ahmad Ridha,5,2023-02-15 09:37:38,Mantan aplikasi nya
Nur Nurelia,5,2023-02-15 08:39:41,Aplikasi yg sangat membantu banget ya
ardy ardyan,5,2023-02-15 06:12:09,Top apk
Gregorius Susilo,4,2023-02-15 04:07:46,Informasi yg berguna utk keamanan
Tuyyy,4,2023-02-15 03:59:37,Baguss
AyahBunda Archell,5,2023-02-15 03:44:25,Semoga sukses dan bermanfaat agar tidak menggangu aktivitas
idolme23,4,2023-02-15 03:38:53,Læπ¶$unG tåhúù id€πt1tæ$ ¢∆ll€® ... Hmm In¢®€∆$ë the syst€m dataßa$€ & free upgrade 4 all u$€® 🤣🤣😛😝😜🤣🤣🤣
Ujang Suardi,5,2023-02-15 03:12:11,ssangat membantu
Tia Septiati,5,2023-02-15 02:46:05,Aplikasi ini sangat membantu buat nghalau telpon2 yg mengganggu
Luky Ramadan,5,2023-02-15 02:18:11,Bintang yang berbicara 🤣 pokoknya is the best bang nih apk
Nur irwan syah Irwan,5,2023-02-15 02:05:51,Keren dah pokok nya
mochamad Gufron,5,2023-02-15 01:29:47,Top markotop thanks
Iyan Rofiqoh,5,2023-02-15 01:14:17,Bagus bgt
Sujana Konveksi,5,2023-02-15 00:33:18,Bagus
KEMBAR DEWA DEWO,5,2023-02-15 00:30:34,Mantap panggilan tidak dikenal/no tidak terdaftar di kontak auto blokir👍👍👍
Ranjiv Khan,1,2023-02-14 13:00:40,uda capek2 beli pulsa...rugi saya apk gak guna
Nurul Huda,5,2023-02-14 11:55:11,SGT membantu
syerozi rachmanto,5,2023-02-14 11:30:44,Sangat membantu
Rio Sapujagad,5,2023-02-14 08:32:40,Nice for spam id..sangat mbantu truecaller..tqs
Kenthus Minarko,5,2023-02-14 07:15:24,Mantap
Momo Suparman,5,2023-02-14 06:17:09,Sangat membantu
Athariqka Ramadani,1,2023-02-14 06:04:13,"Aplikasi sampah, gaberguna."
ESTI NINGSIH,5,2023-02-14 05:41:37,Ok. Membantu
Ferry Kolloh,5,2023-02-14 05:32:12,Ok
